,ENSG00000230107,ENSG00000243811,ENSG00000100336,ENSG00000131100,ENSG00000100290,ENSG00000133466,ENSG00000188511,ENSG00000100147,ENSG00000093010,ENSG00000244752,ENSG00000100368,ENSG00000100243,ENSG00000100197,ENSG00000167065,ENSG00000100376,ENSG00000100116,ENSG00000069998,ENSG00000167077,ENSG00000243156,ENSG00000198951,ENSG00000184983,ENSG00000184117,ENSG00000226328,ENSG00000100266,ENSG00000130943,ENSG00000100417,ENSG00000128408,ENSG00000189306,ENSG00000198832,ENSG00000099956,ENSG00000077935,ENSG00000183172,ENSG00000099940,ENSG00000100321,ENSG00000167074,ENSG00000159958,ENSG00000170638,ENSG00000100300,ENSG00000075234,ENSG00000100304,ENSG00000183066,ENSG00000128245
HG00373,0.1913222,17.121738,0.05655154,33.279312,4.2231736,0.8026934,3.5595431,4.6573677,38.652344,0.41418278,6.2932215,54.51288,0.6018192,2.0065887,27.184725,7.6748414,33.601616,11.130995,-0.50369835,10.840437,73.28993,35.982113,3.0635238,20.50086,0.029639108,13.366501,0.7561425,29.003769,2.1631215,67.02299,0.21419027,14.632796,14.826438,9.236308,1.6103597,24.863398,26.190052,38.834328,8.590564,31.018335,0.40134305,59.929413
HG00375,0.26466516,17.429884,0.12817581,41.42556,4.55147,1.2250754,4.4483075,4.1226315,34.729927,0.53177196,6.6476374,43.148808,0.34340164,1.720855,4.964205,4.411562,30.15444,12.612963,3.1964371,11.180936,90.86613,36.759865,2.7021291,21.158049,0.025140086,12.791347,1.7415153,23.2447,0.42185727,82.559784,0.46695688,27.089035,20.178703,5.0407305,1.5251561,24.417812,26.335432,32.46519,10.907556,25.856739,0.35125807,61.017002
HG00377,0.28142828,14.72,0.18820274,30.668644,9.873965,0.6895536,2.9978964,2.4607196,36.460857,0.47016698,8.275257,45.381058,0.32684729,1.8359436,9.493234,5.369194,28.471651,15.733417,1.6200448,14.558945,84.556816,32.798782,2.84996,25.575407,0.029518006,13.835757,1.8354878,28.504457,1.8694283,60.25021,0.26171458,27.052114,14.57644,2.6018271,1.6204855,21.989632,23.689005,28.067175,7.410362,36.791325,0.5648178,62.033596
HG00378,0.52894384,17.936949,0.43620723,38.31075,2.1799645,1.9037292,3.0723045,4.322355,34.36764,0.64443773,3.375808,51.11845,0.2713865,1.755331,5.6615834,5.8243437,29.346552,16.218723,2.4779382,14.550048,75.12542,37.180412,3.5041845,23.086878,0.031999115,14.475985,1.6868563,37.0117,1.6563762,83.60843,0.4219298,35.8675,16.55987,6.348969,2.24397,20.74624,21.833178,34.19437,10.840216,33.107567,0.61285657,75.02825
HG00382,0.6837871,20.330334,0.2639243,40.156948,4.8490214,1.836559,2.7121341,4.4903283,37.026012,0.9762055,3.7538214,49.67876,0.14891455,2.3720212,20.840073,4.0626397,28.83275,17.064047,3.4028904,11.709244,47.957237,38.07841,3.7239916,17.281734,0.051032387,15.267382,1.8859689,21.896515,3.2768927,72.53663,0.22445233,24.710255,15.392648,6.5975323,2.2763934,22.915295,23.27068,33.92702,9.822129,38.314075,0.29389498,62.187183
HG00384,0.3608907,17.73428,0.19115616,38.026936,5.7255607,1.8992143,4.126306,6.536799,42.227287,0.595168,11.8037195,51.817013,0.48344222,2.812695,30.188898,7.4635463,32.20833,14.75685,3.212297,13.190609,79.055,40.113766,3.073187,36.077686,0.039613564,16.818104,0.9535872,23.031776,3.2730556,67.77089,0.18734097,28.143328,17.858862,6.646594,1.9036229,18.287945,26.550745,37.01458,8.627673,28.144041,0.5067948,62.58474
HG01334,-0.0025415027,19.15324,0.58641094,35.755463,3.6529038,0.7728254,4.6918683,3.7053444,37.26547,0.6400474,12.581835,40.46348,0.19922839,2.116521,2.7191784,3.5574467,20.700104,11.631469,1.7512091,13.8574,70.91608,45.220196,3.3626463,30.695948,0.07034639,12.594582,0.08418185,52.025272,4.0022173,56.04829,-0.06568424,32.0114,13.900819,0.99204165,1.866193,27.989899,21.78684,26.98807,8.147046,25.59767,0.5470897,64.06634
NA06986,0.4750394,17.102236,0.43123186,33.29992,3.281049,1.3242856,5.1887636,3.4293237,37.74988,0.537259,8.502088,57.195206,0.6509144,1.5291432,6.0408916,8.626745,30.581438,14.413815,3.0372605,8.45555,63.082176,32.327564,3.9238656,50.452408,0.011169272,9.7294235,0.59129983,25.875238,2.9513378,62.85931,0.16312115,25.837275,15.83592,14.526008,2.1511354,21.531763,26.001505,13.679513,11.94573,28.837376,0.31023213,73.91194
NA06989,0.4255653,18.834877,0.4565387,40.487587,3.3806612,0.5313322,2.3416028,4.421898,31.870745,0.39993876,6.9490213,44.412918,0.5041935,2.9263515,6.228908,5.6687202,27.94297,14.440505,0.9298469,14.838215,73.855896,43.24598,3.374635,29.090406,0.048262913,13.150116,1.9229523,43.004944,3.6136143,60.28758,0.880011,21.346418,14.598,0.6279549,2.2649443,18.350552,24.767715,35.779343,7.784337,26.984682,0.8326167,64.15439
NA06994,0.5139113,20.209108,0.27552783,33.021286,5.052165,0.41270414,2.027135,3.9562843,35.067764,0.5087859,5.9006147,46.366318,-0.027000854,1.853361,19.526915,2.6927514,24.436281,16.380217,-0.396091,9.490927,66.555885,34.15361,2.976306,27.551958,0.02807579,8.762206,0.5307768,23.029282,2.5585577,57.34213,0.008371853,17.268017,14.362655,11.905343,2.285467,18.02046,19.10484,25.517914,8.3006,25.989214,0.49481052,64.99214
NA07037,0.59004265,17.305866,0.5946269,32.909763,1.6635195,1.4614394,3.4734066,5.429754,38.36957,0.19184205,8.970649,38.385723,0.5239485,2.4875965,13.930489,10.273986,32.909084,16.97437,2.5193944,12.29414,88.50757,24.180012,2.756662,14.766908,0.015468239,15.142356,1.7336775,26.344322,2.4344456,67.51093,-0.03311728,31.029783,14.472357,14.770742,2.4323003,25.612701,24.04628,28.839832,7.817735,28.182693,0.3002374,65.356804
NA07048,0.4326884,18.899109,0.10300119,41.13592,6.6168914,0.39981857,2.5320115,3.9681141,48.15696,0.36717868,5.326915,41.09214,0.3401554,1.5719078,10.494173,3.8580294,30.962496,15.487628,1.3498942,14.137775,67.71395,43.604164,2.1853404,29.469206,0.018508893,18.782469,1.1028389,27.991257,3.495995,63.508213,1.492996,28.441334,15.211769,-2.364684,2.2377243,37.679016,21.096144,3.6873384,9.92443,27.388577,0.21592624,68.881584
NA07051,0.19162674,14.6102085,0.11497401,36.249474,1.1197227,0.5494306,2.079578,2.5818875,36.79039,0.42584503,8.710948,40.434383,0.19122157,2.218522,13.558031,2.8995414,19.846378,12.487732,0.53438973,12.930748,66.45871,37.331417,2.574315,25.91113,0.010352129,13.516987,0.5241625,41.419075,1.5544192,49.794624,0.024969308,23.891632,13.120391,3.1285093,1.8904184,20.309406,21.120632,26.500223,10.661831,23.310036,0.33317992,61.075695
NA07056,0.4630277,17.76825,0.2981954,32.41887,2.445869,0.7736397,2.5932178,3.8445277,33.484535,0.56801665,9.349133,44.240585,0.29027617,2.8843172,8.843057,6.661514,21.172993,13.083608,1.715622,8.780922,77.66486,34.76561,4.096275,18.619215,-0.008114302,10.659669,1.0527669,15.307513,2.4061882,51.725777,-0.01359411,29.220882,12.144598,9.56022,1.5553292,24.301565,20.283058,32.920494,8.1334095,27.30262,0.2790046,60.265602
NA07347,0.2883344,20.341444,0.2636745,40.32441,0.18132134,1.0633756,1.8758684,2.1938121,28.580126,0.55587184,6.5338464,53.905415,0.6326022,2.7009323,4.2233696,7.1712875,15.240952,9.096604,1.3440574,10.68785,85.924835,44.747204,3.7097676,37.321373,0.01353131,13.571674,0.7935344,15.590619,1.3021723,52.632206,0.5459644,30.540766,14.952017,-0.10917268,1.6555184,23.467802,15.0537615,12.918398,9.392147,20.88186,0.42441824,74.24724
NA07357,0.53304344,20.975391,0.13717772,37.651142,2.8101072,1.158979,2.9588513,3.7181675,31.035952,1.0308577,8.001975,43.159016,0.28230816,1.7999958,6.977337,6.88357,27.98308,14.122857,2.5954313,13.192201,75.239716,53.84757,4.2065635,20.605204,0.041361302,14.95785,0.31825495,19.431774,3.5747933,62.82468,-0.020011961,31.202961,11.75251,3.677371,1.6512547,20.61687,22.183846,31.298,14.231552,26.431763,0.6996206,65.48468
NA10847,0.31721383,16.10987,0.16593933,32.75388,2.00818,0.93937594,5.017468,4.6585817,44.44328,0.031450834,5.104116,36.7635,0.41602004,1.9956682,9.272109,7.824597,35.402275,22.476763,0.68612635,14.041701,83.52665,39.322403,1.7871267,23.709728,0.03555982,12.00744,1.9632443,38.41043,2.998064,64.21368,0.074395984,17.373999,15.790614,14.636979,2.389514,18.242626,28.646812,37.373795,10.079439,32.26697,0.7016338,64.530495
NA10851,0.5093743,19.147417,0.2438169,28.555254,1.1054977,0.9375675,2.686216,4.6864266,42.53075,0.5413184,4.1218686,41.013836,0.54876614,2.5240815,20.142622,4.375943,11.54595,9.652,2.013149,11.843635,58.65432,32.75322,4.0084167,26.16299,0.023528561,13.41972,1.2319216,28.772207,3.5303714,60.539074,2.3446186,16.558674,13.341461,1.4845505,1.8288258,22.33723,20.085571,7.7631345,11.355431,21.60479,0.46687016,55.90498
NA11829,0.44571513,18.687,0.09920856,71.232574,2.479085,0.9190524,1.7091291,2.2892451,31.59007,0.4268093,6.325601,41.53934,0.21127781,2.9247837,14.89715,2.818393,22.844799,4.4948044,3.543269,10.054117,78.66176,54.651123,2.774737,23.740236,0.023923885,13.6664295,0.16871066,55.42277,2.8029714,77.80245,0.04554082,23.479769,16.555948,1.7976673,1.4331326,24.801378,19.539396,9.380105,9.330618,15.222123,0.26022643,63.660805
NA11894,0.26524588,15.751493,0.017508823,42.43045,2.5310786,0.61675787,4.4615602,3.256616,45.548107,1.1897924,7.434781,55.491577,0.15428452,1.3059443,8.5624695,4.352139,40.722958,11.274062,1.6757988,10.420581,78.20944,41.94083,2.935317,29.563143,0.027193427,14.501626,2.8594728,30.37404,1.1492388,64.17062,0.1566474,24.476984,18.589102,-0.14635448,2.4115953,28.20529,21.058624,37.996025,9.06944,36.328857,0.32714415,59.618225
NA11920,0.43498155,18.59025,0.12355241,36.810604,4.1148834,1.5019828,2.6301332,7.3575726,34.895195,0.45244223,3.500546,45.550343,0.44394258,2.8238592,13.7299185,5.186362,27.649422,11.63319,-0.38226002,15.314812,74.9432,48.251045,2.869443,29.854387,0.033516277,12.922196,0.46350127,50.29173,3.9095986,72.10372,0.03653089,27.941973,14.179737,4.5751395,2.0480454,26.166206,23.691336,28.3432,10.557912,34.08538,0.34963506,66.30982
NA11930,0.34772834,24.803907,0.0026367744,40.283897,6.8311744,1.2704922,3.4773314,3.7109058,35.68657,0.38198996,3.870139,39.9712,0.009370439,4.382073,12.015632,3.9424026,24.038221,12.869072,0.57963127,10.551296,63.953716,58.92049,6.6082873,45.391754,0.049709417,15.034874,1.0294952,43.751064,5.0178695,70.62362,-0.025308693,31.256248,28.245108,5.0789924,1.7806978,20.660204,23.157997,47.639103,9.41968,21.63116,0.2947638,72.43894
NA11931,0.24194314,19.88532,0.15920185,41.73435,1.781278,1.5214236,4.1730604,5.986152,46.952385,2.2836401,5.779856,72.66456,0.1362078,2.442725,8.832544,5.3919845,20.069199,17.472385,0.27076057,11.339399,43.619312,29.381268,3.5433705,7.6462684,0.043893676,10.177931,0.49426204,67.226,7.4849715,65.03322,-0.0009304018,20.420603,16.867579,9.694244,2.2961104,19.120392,23.390007,35.57525,10.141531,34.91672,0.3834068,50.44268
NA11992,0.26232126,18.067663,0.10143468,38.513817,0.21770866,1.0309296,5.2603803,3.564206,42.864075,0.069792874,6.0654793,33.09749,0.287327,1.9344057,14.584285,6.9963446,38.08134,14.7070675,1.4583153,11.265627,79.65195,38.242626,2.303674,30.92878,0.035908833,18.623325,1.1831956,56.739883,1.8153731,68.17821,0.06259046,19.65832,14.653308,15.910146,2.5163298,21.04604,29.804441,41.007294,9.5525675,32.797947,0.27858427,59.817387
NA11993,0.19732952,18.732603,0.033757873,34.32397,2.9401002,1.7005193,3.506026,3.757681,33.20357,0.06924363,4.6404943,38.22361,0.13725054,2.258232,14.038585,8.980266,35.70691,13.752261,1.0676267,13.642892,55.243965,40.771633,1.5240481,6.6990695,0.042716373,16.127495,1.738853,21.711739,2.6015875,55.201344,0.08395152,19.175526,13.33635,11.374084,1.5235301,15.311329,26.515158,33.195824,7.279237,26.480751,0.41153184,57.51694
NA11994,0.146279,19.143774,0.05135673,39.733578,2.2897391,0.9589153,3.7917578,3.872052,27.44017,0.40981352,5.9231815,56.81137,0.22964212,2.146809,9.667455,9.046215,24.483313,13.9472275,2.3474507,13.812264,91.28497,36.53155,2.8897305,29.174583,0.02426177,19.51887,0.57673335,27.911436,3.624595,61.957676,0.106909454,22.902817,14.563019,2.4023666,1.7872375,21.48914,25.713348,26.037807,8.929208,27.782444,0.45262134,68.86324
NA11995,0.43485385,21.59615,0.06847259,38.250977,-0.3160885,1.0070244,1.9423859,3.8702798,14.827304,-0.06483527,13.55404,52.547203,0.2944521,1.7525624,10.837762,6.490251,33.312553,11.469011,1.9146194,13.748162,96.79842,36.91451,2.3449974,14.025284,0.012707763,11.037823,0.9597369,19.897425,1.8185583,74.68866,0.89211154,35.82577,11.927899,9.872173,2.2277586,16.952618,26.704138,28.474443,6.846051,22.294378,0.39458117,80.30971
NA12043,0.10751106,18.976662,-0.021830497,37.070477,0.98069745,1.2939006,1.6645916,3.506947,26.878296,-0.044787474,6.3609524,47.909054,0.47111645,1.4772055,11.573717,7.092847,29.580421,11.907602,3.041502,12.962649,78.51919,40.11327,2.1219056,14.733675,0.043262314,16.396923,3.2115479,30.360031,3.2571182,72.12167,0.9679214,7.1002855,14.669109,7.3854623,1.366632,22.42392,21.513695,26.378613,7.5682836,23.936308,0.41640458,68.04102
NA12044,0.15983993,20.525051,0.071457215,38.323467,2.689398,0.7733026,3.1557002,2.9604719,35.428318,0.8354621,4.2056684,42.240147,0.4601229,3.0976975,4.086916,2.968911,11.046104,7.8754387,2.3165202,7.5441093,55.514076,51.95482,3.8084736,32.850384,0.014107683,18.931023,0.4779885,40.91314,1.200289,50.86152,-0.052088674,37.130474,19.854296,3.493292,1.9124887,11.9568205,21.027729,26.742102,11.625326,19.515339,0.4674801,77.65152
NA12045,0.5882304,20.164059,0.037955333,31.585989,1.028338,1.0354062,3.0638847,3.9804559,34.23018,0.20312425,7.586519,42.055435,0.3072372,3.6820002,12.855024,3.601017,21.567865,12.487165,0.8687093,11.703712,72.36491,37.06098,4.3242073,10.417572,0.03547126,16.582575,1.5131385,34.72828,1.8219709,70.188774,0.36945435,36.599205,14.150145,1.061822,1.449602,13.750513,22.357956,16.25302,7.685574,22.843498,0.68168986,64.3425
NA12144,0.6567496,19.247889,0.17892212,44.838146,0.293068,0.99170125,5.0896425,5.140255,31.744999,0.94999725,8.486488,51.315838,0.45284125,1.9903413,13.436781,5.341441,21.816168,12.738296,3.9035106,8.277798,42.51965,37.6255,1.8317224,29.78156,0.018766107,13.890929,1.1066598,39.660458,2.7909646,61.024475,0.02844266,23.510466,17.289362,12.9573,2.789426,22.028608,21.934916,17.49737,9.486378,29.459524,0.35326016,63.34369
NA12155,0.3018907,17.188187,0.26819375,37.799786,1.312792,1.5198044,3.8392036,4.8085766,40.18201,0.048307154,9.557896,61.782925,0.22302014,2.0378544,18.902647,8.038114,25.729258,14.227599,2.4572062,12.694632,102.54221,40.04563,3.2216694,39.483208,0.019688291,14.99178,-0.3303306,17.330727,3.6269467,54.85283,-0.09390629,16.13515,13.420402,10.62876,2.0144427,23.65951,22.511984,30.750078,7.586586,31.16594,0.5236373,55.97057
NA12249,0.53441834,17.509008,0.29449737,34.088303,1.4007263,1.0916731,2.6479065,4.1103616,32.851204,0.19204843,5.0451574,48.552387,0.45823205,2.0428717,8.8900175,14.691983,19.596067,13.276412,1.4926901,19.663431,61.570267,17.245491,2.7757132,28.28548,0.0063646063,10.503825,0.50974464,18.696556,3.015368,66.20258,0.0974971,27.973364,13.692293,-0.15626363,2.1229167,22.547886,28.197742,55.975433,6.152227,30.35339,0.6937377,80.89978
NA12272,0.26833606,22.53272,0.018050529,42.85041,2.3830273,0.4511211,3.5027113,3.894115,33.038197,0.4374304,7.239938,38.374954,0.20987299,1.9460521,8.282959,6.5539646,22.586557,13.667951,0.7457085,13.407852,75.36452,48.52193,2.6249437,21.715816,0.0044312943,14.698892,2.451251,28.374092,4.0871377,62.491272,2.804857,22.59349,14.220566,3.4514265,1.6669745,18.277903,21.406746,44.0546,11.403258,26.46983,1.2977124,79.64958
NA12273,0.366708,16.38079,0.26014128,31.924679,3.2088778,1.6348106,3.5044615,4.8056636,29.861738,0.27406484,11.607975,49.031754,0.49182463,2.43988,9.14148,5.4977555,25.809736,11.726175,3.1809235,13.42666,53.729343,35.935577,2.843043,30.989979,0.040483072,12.793085,0.7843103,26.173384,4.173034,59.21416,0.16733664,25.167261,12.412717,2.702789,1.4696206,23.116076,28.02316,31.716715,8.541723,28.910322,0.46018216,64.53123
NA12341,0.47278336,21.615395,0.15333745,33.519943,2.120255,0.7409965,3.959586,3.419933,42.458477,0.44717878,8.948971,44.876205,0.15014336,1.7735447,9.260317,3.0326586,25.590244,7.9023223,-0.21320878,13.722332,76.68179,31.388071,2.6060486,16.223543,0.026142849,12.496244,1.7028856,20.904415,2.2898085,75.81305,0.0947972,16.273123,13.062904,2.6344447,1.1089823,26.992117,24.083311,27.838486,9.61057,22.922453,0.6962926,58.9605
NA12342,0.5113692,19.594208,0.15065047,37.143776,1.7534013,0.9531371,1.1618048,3.2503495,34.397743,0.6997119,14.283652,50.719185,0.5664265,2.8937144,18.612854,7.639025,20.35867,11.696823,8.357845,6.9734225,44.686028,51.566135,3.6247668,17.351141,0.023468293,12.32304,0.63912296,36.133812,4.5406537,44.84145,0.15459232,28.745087,15.464735,17.633717,1.7885307,16.995878,22.160593,31.405937,11.813567,17.768684,0.35536715,67.248344
NA12347,0.10460796,17.972485,0.7315149,31.887444,3.8922806,0.547592,7.099499,4.383369,42.82206,1.5469099,4.212598,47.917084,0.593617,2.1376185,6.733411,7.6658444,34.523064,8.103963,-0.34404615,14.334726,51.797207,31.165222,1.5281816,12.6799345,0.07812133,13.401556,1.1148173,46.010536,3.6512587,85.43676,0.070659585,13.72499,13.575308,0.5660949,2.244945,18.500875,24.430143,79.64047,9.23068,31.697973,0.79975075,58.310936
NA12348,0.18679567,18.329243,0.06523415,39.669178,5.8365264,0.62868124,4.367233,3.4364107,34.566544,0.40128267,16.234997,53.001778,0.31272635,2.1799154,7.3050914,4.0662475,22.612162,7.773102,5.166602,11.284163,81.626076,35.859604,1.8444529,31.575401,0.0129214,14.434525,1.1021062,28.367502,2.0230734,46.420387,-0.10281844,19.897226,12.73044,0.6692523,2.0775535,15.789038,25.289608,40.70917,14.796031,30.251183,0.55546486,58.49724
NA12383,0.6170324,17.869362,0.38439965,40.189564,2.0235295,0.88478124,3.5428655,3.7460601,35.772087,0.44608116,5.5704064,70.746666,0.38218537,1.8671863,16.99436,4.198769,22.3973,11.946896,0.7124744,12.432339,74.32551,41.116104,2.18197,29.9246,0.023671646,13.175412,0.18780816,50.805737,4.092705,55.620102,0.0199134,24.12968,15.064821,8.864562,1.9525127,15.86728,18.946148,21.18483,10.069912,16.994047,0.27034366,54.810287
NA12399,0.03530219,11.133199,-0.0226672,30.786308,3.9283724,0.53740656,2.8120353,4.2318974,14.429381,0.068446144,7.636082,51.055542,0.47865567,1.9225955,9.988551,6.0276885,22.707067,12.978804,1.9970444,9.393425,59.242584,34.20815,2.608663,59.345104,0.014512269,13.184007,0.90551674,18.96876,2.248656,64.106964,0.031653643,27.284481,12.693172,6.326455,2.0074255,16.534529,21.608017,27.70947,9.912165,24.087648,0.51875776,49.6126
NA12400,0.38011038,15.863571,1.3077556,36.323555,1.8110949,0.5623573,4.048053,3.5005665,43.6838,0.8148099,2.932155,36.37345,0.4488304,2.4485865,8.817882,5.3804116,29.750729,17.055119,0.46319246,13.774152,73.41336,41.969944,2.605091,18.114336,0.027919274,15.029717,1.9084134,18.867489,4.62941,42.2119,1.1053667,18.22638,15.593166,14.90432,1.7788522,18.264421,22.262897,48.144253,10.630094,31.92659,0.67251015,59.777348
NA12413,0.77204156,13.667861,0.061420035,35.74625,3.9977443,0.6456808,3.028771,5.424136,37.100857,0.3132,4.4792833,49.45718,0.48166275,2.1387024,9.3090515,2.2416077,21.72106,11.966957,1.3928964,18.410059,61.936523,41.075493,2.5245721,24.12242,0.02780523,11.208845,0.016086612,25.216677,3.0410419,69.65562,0.123717025,15.201158,13.954479,3.1934574,2.4419456,19.671011,20.126062,20.63545,9.482055,26.680132,0.23628443,54.307552
NA12546,0.7037808,21.7283,0.3391684,41.50337,2.925426,0.87030905,5.5896535,3.7961802,41.078632,0.3281299,2.2628431,42.179024,0.5919291,2.5147326,11.9906435,5.3262916,27.74022,11.659057,1.0574905,12.685747,85.279335,36.836613,4.073138,11.025214,0.047181647,10.373308,1.6215225,32.94285,2.4972277,53.35376,0.35085252,15.7028055,15.568386,0.23596124,2.3732822,16.696636,20.716074,36.007828,11.521637,26.84077,0.53901446,66.517685
NA12716,0.3919034,19.796978,0.07980428,47.365578,1.9417405,2.0775397,3.4146204,4.7271357,34.835262,0.4251853,9.940564,50.471638,0.33785766,2.205037,4.1092362,0.15215433,21.351324,10.470452,6.438832,11.448712,81.65448,50.21051,3.405949,33.490032,-0.00025780883,10.587129,-0.14607279,27.078707,0.25441495,58.79643,0.007684739,26.207779,17.654276,3.5877097,1.567673,15.879425,25.368822,5.3565183,12.244763,25.46659,0.5254113,142.13689
NA12717,0.40048188,16.644571,0.076028764,36.314003,0.051524326,1.1448743,3.4925623,4.135444,39.609272,-0.045705814,5.027816,43.14369,0.2596219,1.2854524,5.6970563,5.1805806,29.38382,15.169558,5.142336,11.059196,84.41432,37.460056,3.3338037,22.78148,0.041460503,12.539086,0.3297573,29.755114,1.7012104,41.17003,0.11610064,40.394276,15.41817,4.08928,2.127266,16.462618,22.127918,26.13106,13.190222,25.76704,0.61216426,51.202454
NA12749,0.100443795,18.899128,0.36232007,47.687862,3.4116416,0.9507937,2.850846,3.4176056,40.095943,0.2178337,8.547113,37.57749,0.15406397,1.9773482,28.688915,6.4025373,23.233257,13.131101,2.9034667,12.493574,76.93081,34.579197,2.4054706,21.707678,0.035033513,12.594159,1.0412792,23.79049,3.234375,62.34791,-0.06328531,30.09426,13.050797,4.3778634,1.4853659,17.516037,22.205048,35.473606,8.930286,28.793781,0.3577287,65.529465
NA12750,0.32243872,19.392227,-0.09195808,36.104607,2.0648599,0.9954309,4.645339,3.1956687,29.888247,1.167483,5.129513,40.22964,0.45289466,2.193962,10.229887,7.4964843,22.57205,13.097988,0.54301775,11.7299185,69.93298,35.01679,2.3495378,10.131665,0.012962409,14.950752,3.1047711,35.076023,2.8946936,79.84279,0.4179541,10.389507,15.269174,0.27858484,1.3313767,19.780573,21.286976,33.111835,6.7102103,27.229626,0.3430936,70.15366
NA12751,0.32116836,18.257547,0.02595715,38.237724,3.0926702,0.8388435,4.5378385,7.68159,37.111008,0.49688268,13.725326,56.588303,0.5810842,1.601319,16.429302,4.888823,18.655525,9.494664,7.33301,11.271335,74.804955,41.44188,2.920361,21.420635,0.042817652,11.542217,0.2577697,24.98582,3.3856144,48.91093,0.05220087,18.840792,16.552807,3.6742234,2.2347825,22.919373,23.867905,25.422733,10.725809,26.212519,0.41667446,53.60939
NA12761,0.19711769,19.542807,0.10363886,36.050594,1.5752423,0.6677362,4.4862127,3.238364,33.62754,0.27629203,3.4570162,44.630894,0.0015134036,3.2377026,30.850111,5.5134563,26.80837,16.466915,1.0985414,14.481277,75.23702,40.15586,1.632687,18.442337,0.04671184,14.798483,0.7741693,24.80864,3.8517082,76.47041,-0.0015636247,26.762974,15.893535,7.4727607,1.831487,15.308101,23.128435,37.669266,11.973108,24.156307,0.4463202,63.673454
NA12777,0.5853259,14.678099,0.12192995,46.612534,1.3915107,1.5374793,5.2730923,5.0273275,41.1041,0.24765715,11.698995,45.445297,0.72148466,2.2685971,11.580822,5.972748,35.699585,11.181033,1.4139768,11.651006,84.7312,53.132393,2.719892,17.640953,0.029606342,12.837421,1.0501921,24.412407,0.84371614,66.55765,-0.048209503,9.648359,16.393463,1.9292796,1.9901245,22.730234,22.263979,42.708553,9.932484,26.992085,0.290844,111.325
NA12778,0.103513256,17.543898,0.66664404,35.890392,3.8920865,0.9516932,3.09562,4.323854,42.759624,0.4009789,8.35134,53.801228,0.40649384,2.5635474,9.914218,3.6022763,24.937147,15.180328,1.0563558,13.095878,79.18716,45.405144,3.4648325,27.39662,0.02884696,11.821119,0.6814118,52.217033,3.1129463,75.998375,0.034142904,31.931198,15.477658,2.8127458,2.2555397,22.634178,24.271338,40.518417,11.004308,32.214176,0.25034055,60.023834
NA12812,0.30559066,18.577137,0.06411018,35.585556,2.7262821,0.5499368,4.679349,4.5830817,37.430767,0.07785109,2.9007132,45.0426,-0.0077017625,1.7033657,6.7257576,6.720497,20.243435,15.948729,2.454247,12.717511,79.367004,34.455364,2.1977234,11.525897,0.03847197,14.65063,2.9858375,36.80926,1.8994215,62.240707,1.0946283,23.711313,12.659858,6.98718,2.4032757,8.898855,21.684397,33.975903,8.627821,25.80751,0.4365272,57.624302
NA12814,0.19156832,21.187483,-0.013893313,48.714233,1.9346985,1.4164065,4.2011356,3.8134732,27.21999,-0.091481306,7.573046,42.472424,0.26652318,1.7985986,10.635886,6.1316624,28.339283,10.990991,1.1824254,10.821974,92.37971,40.806797,2.3442461,20.2874,0.072415754,12.636448,1.3289036,24.192623,2.2536302,54.73066,0.22823551,15.600355,14.32797,20.51848,2.0891807,25.723896,25.372179,32.416992,7.40298,20.984875,0.5113996,65.95396
NA12827,0.50237036,19.780802,0.07336677,43.990376,3.7202725,2.0019274,3.7068958,3.6031592,41.328693,0.49354845,9.262765,61.41434,0.37809777,2.3314972,8.784337,3.0723135,25.771683,15.077137,4.5133257,9.955555,80.31357,31.224873,3.0639434,28.655039,0.056000702,17.583391,0.5079663,44.779446,3.3658812,70.2758,-0.077090405,15.17394,13.414734,11.690877,1.3005973,25.45615,28.948963,38.63382,8.506858,32.351517,0.7233582,64.1708
NA12830,0.4760343,17.661386,0.1338151,36.68618,2.413547,1.1777848,3.440944,3.5298204,37.879482,0.15936248,5.534205,49.27611,0.34277758,2.2002168,10.554539,6.9123445,23.027191,13.254809,0.7405089,16.716497,91.20561,27.292183,2.2492886,41.41088,0.017179374,14.72673,0.16297436,36.312077,1.8752576,53.099155,0.051449925,20.895397,15.1749115,1.6962603,1.442356,22.823277,25.782455,35.836147,11.188179,22.159603,0.3901191,74.03611
NA12842,0.64157337,22.593893,0.1487839,48.883953,2.4127057,1.7240415,0.5650093,3.2264047,35.078438,0.5822911,12.161773,51.78663,0.3649452,2.4246497,2.387643,6.0097804,16.700922,11.329026,12.221043,12.57857,112.541954,44.90624,2.3280284,15.662735,0.02877316,11.431739,0.16929138,27.245516,4.5330315,59.150215,-0.08410634,24.705744,16.241697,11.200166,1.9380147,23.494936,22.506601,52.89936,12.57889,25.359188,0.49269083,63.036118
NA12843,0.8595909,17.601896,0.08921653,34.319386,3.6041005,1.3944918,3.1736805,4.170414,31.222368,-0.09568201,6.128969,51.480183,0.44370335,2.1207626,10.98241,7.413767,34.04805,12.107762,1.5128273,12.893566,77.73638,35.083576,2.5267763,16.875685,0.0100160185,12.549486,1.1635457,33.578857,3.703022,55.71723,-0.11481562,36.431175,11.300971,1.3509954,2.2572808,18.076672,26.645105,68.17106,9.876545,28.969688,0.3948429,56.179184
